DT_GERACAO;HH_GERACAO;CD_PLEITO;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_URNA_ESPERADA;CD_CARGA_URNA_ESPERADA;CD_FLASHCARD_URNA_ESPERADA;DT_CARGA_URNA_ESPERADA;ST_CORRESP_ALTERADA
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101577;3,1783E+23;921BFFA5;30/09/2018 18:12;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101471;8,53285E+23;B9BABA30;30/09/2018 17:41;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101461;1,46113E+23;B761998C;30/09/2018 18:12;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101291;2,77426E+23;2F642622;30/09/2018 18:32;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101257;6,51265E+23;272F5227;30/09/2018 16:59;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1101160;6,31063E+23;4741240A;30/09/2018 17:48;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100984;5,19851E+23;1DA4648F;30/09/2018 16:51;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100844;3,48133E+23;F7CDDE5D;30/09/2018 16:59;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100726;3,5002E+22;2F642622;30/09/2018 18:14;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100718;3,5002E+22;272F5227;30/09/2018 16:43;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100708;8,73487E+23;FADB1606;30/09/2018 17:41;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100703;9,74497E+23;921BFFA5;30/09/2018 16:59;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100643;6,10861E+23;B761998C;30/09/2018 16:51;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1100366;7,62376E+23;F7CDDE5D;30/09/2018 14:48;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1099547;2,97628E+23;B761998C;30/09/2018 17:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1098849;8,73487E+23;584831CE;30/09/2018 15:00;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1097420;1,66315E+23;272F5227;30/09/2018 17:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1097146;2,77426E+23;272F5227;30/09/2018 18:01;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1093375;3,1783E+23;467DC7B5;30/09/2018 17:41;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1089993;4,99648E+23;584831CE;30/09/2018 18:12;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1080431;3,48133E+23;B761998C;30/09/2018 18:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1076750;1,48E+22;921BFFA5;30/09/2018 16:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1075925;6,41164E+23;1DA4648F;30/09/2018 15:14;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1073083;9,94699E+23;FADB1606;30/09/2018 18:14;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1067708;8,93689E+23;584831CE;30/09/2018 16:51;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1064298;5,30053E+23;272F5227;30/09/2018 17:07;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1042005;4,08739E+23;1DA4648F;30/09/2018 17:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1038994;1,96618E+23;1DA4648F;30/09/2018 14:50;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1035967;8,73487E+23;921BFFA5;30/09/2018 16:42;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;9;1031727;9,0379E+23;584831CE;30/09/2018 15:11;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1516042;3,48145E+23;30CE1513;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1211083;9,64308E+23;C26018AC;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1211066;7,52287E+23;8587790;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1210632;3,78448E+23;A84E10AF;29/09/2018 11:26;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1210094;5,60368E+23;A6AA6DD3;29/09/2018 10:57;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1204866;3,48145E+23;A84E10AF;29/09/2018 12:26;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1200271;6,71479E+23;A6AA6DD3;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1195313;1,4812E+22;7FEA6467;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1194317;1,9663E+23;A84E10AF;29/09/2018 10:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1194303;4,89559E+23;B4ED9275;29/09/2018 11:55;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1193967;7,01782E+23;A84E10AF;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1193197;4,69357E+23;8587790;29/09/2018 09:52;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1185645;9,56201E+22;889D071C;29/09/2018 11:33;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1178025;9,54207E+23;A84E10AF;29/09/2018 11:50;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1161331;6,91681E+23;4DDD1A3A;29/09/2018 10:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1146690;3,48145E+23;A84E10AF;29/09/2018 10:41;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1144109;4,79458E+23;7FEA6467;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1142848;4,49155E+23;8587790;29/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1127448;3,68347E+23;30CE1513;29/09/2018 12:11;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1126451;9,56201E+22;889D071C;29/09/2018 11:55;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1123925;4,49155E+23;07E827E0;29/09/2018 11:15;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1107147;4,18852E+23;B4ED9275;29/09/2018 11:35;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1106378;4,79458E+23;7FEA6467;29/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1106327;7,32085E+23;7FEA6467;29/09/2018 12:26;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1106234;1,66327E+23;B4ED9275;29/09/2018 11:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1106223;2,4913E+22;4DDD1A3A;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1106183;1,25923E+23;8587790;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1105895;8,55191E+22;7FEA6467;29/09/2018 10:24;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1105870;1,86529E+23;4DDD1A3A;29/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1105756;3,48145E+23;A84E10AF;29/09/2018 10:56;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1105297;2,37034E+23;C26018AC;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1105120;2,9764E+23;8587790;29/09/2018 12:25;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104880;2,4913E+22;C26018AC;29/09/2018 12:26;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104865;4,89559E+23;A6AA6DD3;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104848;8,33095E+23;A84E10AF;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104839;4,79458E+23;BC5179B2;29/09/2018 11:44;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104832;3,07741E+23;7FEA6467;29/09/2018 10:42;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104777;2,26933E+23;B4ED9275;29/09/2018 12:11;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104771;4,49155E+23;A6AA6DD3;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104686;9,74409E+23;30CE1513;29/09/2018 12:28;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104447;6,71479E+23;C26018AC;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104368;1,9663E+23;C26018AC;29/09/2018 11:04;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104319;7,54181E+22;C26018AC;29/09/2018 10:57;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1104263;8,12893E+23;B4ED9275;29/09/2018 12:20;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103467;2,67337E+23;4DDD1A3A;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103402;3,5014E+22;A84E10AF;29/09/2018 09:53;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103378;5,8057E+23;A6AA6DD3;29/09/2018 11:51;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103369;5,60368E+23;A6AA6DD3;29/09/2018 11:03;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103201;5,09762E+23;BC5179B2;29/09/2018 12:21;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1103196;3,27943E+23;4DDD1A3A;29/09/2018 12:24;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102968;2,9764E+23;8587790;29/09/2018 10:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102799;7,21984E+23;C26018AC;29/09/2018 12:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102798;7,01782E+23;A6AA6DD3;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102702;1,86529E+23;8587790;29/09/2018 10:57;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102627;8,33095E+23;7FEA6467;29/09/2018 10:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102531;3,27943E+23;4DDD1A3A;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1102329;1,9663E+23;7FEA6467;29/09/2018 10:57;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101869;5,40166E+23;8587790;29/09/2018 10:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101524;8,22994E+23;7FEA6467;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101402;7,54181E+22;8587790;29/09/2018 10:38;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101340;1,86529E+23;A6AA6DD3;29/09/2018 10:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101155;3,17842E+23;4DDD1A3A;29/09/2018 11:04;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1101151;1,76428E+23;889D071C;29/09/2018 12:20;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1100670;4,28953E+23;A6AA6DD3;29/09/2018 12:30;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1100155;5,29964E+23;C26018AC;29/09/2018 10:23;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1100023;2,47135E+23;30CE1513;29/09/2018 11:44;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1099885;3,9865E+23;A6AA6DD3;29/09/2018 10:38;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1099204;4,18852E+23;4DDD1A3A;29/09/2018 10:06;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1098861;7,62388E+23;A84E10AF;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1098744;3,17842E+23;7FEA6467;29/09/2018 10:32;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1080146;1,76428E+23;8587790;29/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1077535;8,55191E+22;A84E10AF;29/09/2018 10:18;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1073016;4,49155E+23;889D071C;29/09/2018 12:11;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1071232;2,26933E+23;30CE1513;29/09/2018 12:20;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1070429;8,22994E+23;C26018AC;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1067960;6,31075E+23;4DDD1A3A;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1067840;3,68347E+23;A6AA6DD3;29/09/2018 12:17;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1040898;1,05721E+23;4B44D79E;29/09/2018 12:29;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1036685;9,74409E+23;C26018AC;29/09/2018 11:51;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1035008;8,33095E+23;7FEA6467;29/09/2018 11:27;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1033915;8,73499E+23;B4ED9275;29/09/2018 11:01;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1033373;7,92691E+23;BC5179B2;29/09/2018 10:59;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1032550;8,02792E+23;07E827E0;29/09/2018 12:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1029842;2,87539E+23;7FEA6467;29/09/2018 12:18;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1014994;6,41176E+23;8587790;29/09/2018 11:10;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1014718;5,09762E+23;4DDD1A3A;29/09/2018 10:57;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1013755;4,79458E+23;A84E10AF;29/09/2018 11:03;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1013188;8,33095E+23;C26018AC;29/09/2018 10:41;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1012439;9,03702E+23;4DDD1A3A;29/09/2018 10:42;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1011107;3,58246E+23;C26018AC;29/09/2018 10:09;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1010843;2,77438E+23;889D071C;29/09/2018 12:28;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1008594;5,50267E+23;4B44D79E;29/09/2018 11:16;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1008128;7,8259E+23;A6AA6DD3;29/09/2018 10:18;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1006077;3,9865E+23;7FEA6467;29/09/2018 11:04;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1006059;4,08751E+23;07E827E0;29/09/2018 11:56;*
27/10/2018;14:41:59;229;AC;1392;RIO BRANCO;1;1005701;2,4913E+22;07E827E0;29/09/2018 12:21;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1211563;4,87825E+23;99284D25;26/09/2018 17:54;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1195553;1,64693E+23;E0F7B3A4;26/09/2018 17:31;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1194458;2,65603E+23;DBC8C40F;26/09/2018 17:44;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1193724;3,26209E+23;E0F7B3A4;26/09/2018 17:06;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1192681;3,338E+22;99284D25;26/09/2018 17:28;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1192648;8,01058E+23;E0F7B3A4;26/09/2018 16:22;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1178374;8,41462E+23;99284D25;26/09/2018 16:37;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1178229;4,17118E+23;99284D25;26/09/2018 16:12;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1177711;5,58533E+23;DBC8C40F;26/09/2018 16:12;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1176950;2,05097E+23;DBC8C40F;26/09/2018 16:42;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1176855;5,68634E+23;E0F7B3A4;26/09/2018 17:51;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1118597;5,58533E+23;99284D25;26/09/2018 16:26;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1107157;2,45401E+23;166202EE;26/09/2018 17:43;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1106210;8,38851E+22;99284D25;26/09/2018 16:49;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1102832;9,72775E+23;E0F7B3A4;26/09/2018 15:58;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1102575;5,2823E+23;E0F7B3A4;26/09/2018 16:54;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1102378;5,38331E+23;DBC8C40F;26/09/2018 17:06;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1100888;5,88836E+23;E0F7B3A4;26/09/2018 15:37;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1099271;5,08028E+23;166202EE;26/09/2018 17:37;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1094781;3,96916E+23;E0F7B3A4;26/09/2018 16:08;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1075932;6,59543E+23;E0F7B3A4;26/09/2018 17:44;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1070385;7,80856E+23;E0F7B3A4;26/09/2018 15:44;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1069744;6,59543E+23;E0F7B3A4;26/09/2018 17:24;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1041422;8,61664E+23;DBC8C40F;26/09/2018 16:25;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1034477;1,14188E+23;99284D25;26/09/2018 18:02;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1031057;9,82876E+23;166202EE;26/09/2018 17:28;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1030299;5,78735E+23;DBC8C40F;26/09/2018 17:21;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1030292;4,07017E+23;166202EE;26/09/2018 17:22;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1028543;1,24289E+23;99284D25;26/09/2018 17:21;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1015644;2,3279E+22;99284D25;26/09/2018 17:10;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1013234;8,38851E+22;DBC8C40F;26/09/2018 17:51;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1008188;2,15198E+23;99284D25;26/09/2018 16:59;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1007935;9,02068E+23;DBC8C40F;26/09/2018 17:33;*
27/10/2018;14:41:59;229;AC;1139;FEIJÓ;7;1005715;8,81866E+23;166202EE;26/09/2018 18:00;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1211288;1,25E+23;9BDE560F;27/09/2018 11:03;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1178041;7,71566E+23;9BDE560F;26/09/2018 13:54;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1107263;5,69445E+23;01CBC362;26/09/2018 13:45;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1107136;4,58333E+23;01CBC362;27/09/2018 10:49;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1107131;9,73586E+23;01CBC362;27/09/2018 11:03;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1105026;6,09849E+23;9BDE560F;26/09/2018 13:42;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1104978;7,51364E+23;9BDE560F;26/09/2018 13:26;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1104967;6,1995E+23;9BDE560F;26/09/2018 13:32;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1104960;5,43931E+22;01CBC362;27/09/2018 10:55;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1104443;1,65404E+23;9BDE560F;26/09/2018 11:51;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1104406;8,32172E+23;9BDE560F;26/09/2018 13:37;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1102977;2,2601E+23;9BDE560F;26/09/2018 13:20;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1102409;2,2601E+23;01CBC362;26/09/2018 13:51;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1101234;8,52374E+23;01CBC362;26/09/2018 13:40;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1079723;2,36111E+23;01CBC362;26/09/2018 13:34;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1037838;9,43283E+23;9BDE560F;26/09/2018 13:48;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1032607;9,83687E+23;9BDE560F;27/09/2018 10:49;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1013665;9,83687E+23;01CBC362;26/09/2018 13:15;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1010786;6,1995E+23;01CBC362;26/09/2018 13:28;*
27/10/2018;14:41:59;229;AC;1120;ACRELÂNDIA;8;1010413;3,16919E+23;9BDE560F;27/09/2018 10:54;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1210339;6,51721E+22;8F74BFE6;27/09/2018 10:52;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1194158;9,13658E+23;9C8E851A;27/09/2018 11:50;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1193463;7,62143E+23;9C8E851A;27/09/2018 10:52;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1177467;1,35879E+23;9C8E851A;27/09/2018 10:37;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1107106;8,53052E+23;8F74BFE6;27/09/2018 09:46;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1103258;1,4598E+23;8F74BFE6;27/09/2018 10:44;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1101289;4,69112E+23;9C8E851A;27/09/2018 10:58;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1099883;5,09517E+23;8F74BFE6;27/09/2018 10:38;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1080413;3,58001E+23;9C8E851A;27/09/2018 10:44;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1079339;9,3386E+23;8F74BFE6;27/09/2018 11:56;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1068007;1,05576E+23;8F74BFE6;27/09/2018 11:28;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1067499;2,16687E+23;8F74BFE6;27/09/2018 09:51;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1013817;5,19618E+23;9C8E851A;27/09/2018 11:28;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1003062;3,07596E+23;9C8E851A;27/09/2018 09:41;*
27/10/2018;14:41:59;229;AC;1112;EPITACIOLÂNDIA;6;1000760;2,97495E+23;9C8E851A;27/09/2018 09:49;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1193321;1,36568E+23;F42CC480;27/09/2018 14:59;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1072163;8,60631E+22;F42CC480;27/09/2018 15:07;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1034125;3,99194E+23;F42CC480;27/09/2018 15:13;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1030935;6,92125E+23;F42CC480;27/09/2018 14:13;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1030512;6,21418E+23;F42CC480;27/09/2018 16:58;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1030104;5,70913E+23;F42CC480;27/09/2018 16:50;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1025629;2,27477E+23;F42CC480;27/09/2018 14:23;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1023420;1,36568E+23;F42CC480;27/09/2018 17:20;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1013636;6,31519E+23;F42CC480;28/09/2018 09:12;*
27/10/2018;14:41:59;229;AC;1104;JORDÃO;5;1013261;8,23438E+23;F42CC480;27/09/2018 15:18;*
27/10/2018;14:41:59;229;AC;1090;MÂNCIO LIMA;4;1107100;7,48219E+23;3614CCD8;28/09/2018 15:37;*
27/10/2018;14:41:59;229;AC;1090;MÂNCIO LIMA;4;1105654;8,5933E+23;2DC8D1AE;28/09/2018 15:19;*
